#===============================================================
# Copyright (C) 2016, MILES team
# Email: miles@iac.es
#
# This spectrum has been produced using the Webtool facilities 
# of the MILES website (http://miles.iac.es) hosted at the  
# Instituto de Astrofisica de Canarias using the population
# synthesis code "MILES" (MIL EStrellas). See Vazdekis (1999),
# Vazdekis et al. (2003, 2010, 2015, 2016) for details on the code 
# implementation.
#
#                   --------------------
#
# If you have found this website and its products useful
# for your research, please refer to the data as obtained 
# "from the MILES website", while we suggest to add to your 
# acknowledgements:
#
#     "This research is/was (partially) based on data 
#                 from the MILES project."
#
# We would appreciate receiving a preprint for our records.
#
#                   --------------------
#
# This spectrum is provided as is without any warranty whatsoever.
# Permission to use, for non-commercial purposes is granted.
# Permission to modify for personal or internal use is granted,
# provided this copyright and disclaimer are included unchanged
# at the beginning of the file. All other rights are reserved.
#===============================================================
#
# WEBTOOL: Tune SSP Models
#
# MODEL INGREDIENTS --------------------------------------------
#
# Models Library:      E-MILES
# IMF, Slope:          un, Array 
# Age (Gyr):           07.5000
# [M/H]:               +0.40
# [alpha/Fe]:          baseFe
# Isochrone:           BaSTI
# Version:             11.0
#
# SPECTRUM INFORMATION -----------------------------------------
#
# Starting Wavelength: 5000  (Angstroms)
# Final Wavelength:    24000 (Angstroms)
# Spectral sampling:   0.9 (Angstroms/pixel)
# Type of sampling:    linear
# Spectral resolution: 2.51 - 23.57 (Angstroms) FWHM
# Redshift (z):        0.0
#
#===============================================================
  5000.000   0.15146526192307E-04
  5000.900   0.14916654588510E-04
  5001.800   0.14954942795271E-04
  5002.700   0.15115731147247E-04
  5003.600   0.15165075342094E-04
  5004.500   0.14707312909559E-04
  5005.400   0.13825584494442E-04
  5006.300   0.13414918148442E-04
  5007.200   0.14145561047749E-04
  5008.100   0.15419519365794E-04
  5009.000   0.16181475935470E-04
  5009.900   0.16229524624604E-04
  5010.800   0.15807145650477E-04
  5011.700   0.14983179596026E-04
  5012.600   0.14052567932603E-04
  5013.500   0.13454021947167E-04
  5014.400   0.13506519498127E-04
  5015.300   0.14165179711138E-04
  5016.200   0.14731873383297E-04
  5017.100   0.14701120475013E-04
  5018.000   0.14543329904350E-04
  5018.900   0.14810121252578E-04
  5019.800   0.15213891924284E-04
  5020.700   0.15203095780581E-04
  5021.600   0.14810749061493E-04
  5022.500   0.14701832631603E-04
  5023.400   0.15215479433722E-04
  5024.300   0.15829152118836E-04
  5025.200   0.16051239385983E-04
  5026.100   0.15771380166264E-04
  5027.000   0.15158520082200E-04
  5027.900   0.14976463021358E-04
  5028.800   0.15570535297928E-04
  5029.700   0.16263593110298E-04
  5030.600   0.16642463252613E-04
  5031.500   0.16988562904183E-04
  5032.400   0.17473447538228E-04
  5033.300   0.17760460039018E-04
  5034.200   0.17292847134337E-04
  5035.100   0.16102343337616E-04
  5036.000   0.15236120581051E-04
  5036.900   0.15362450894209E-04
  5037.800   0.15642224144844E-04
  5038.700   0.15135570202240E-04
  5039.600   0.13936765478981E-04
  5040.500   0.12756815578764E-04
  5041.400   0.12656327029780E-04
  5042.300   0.13991558042745E-04
  5043.200   0.15678525969113E-04
  5044.100   0.16824474533569E-04
  5045.000   0.17579000277705E-04
