#===============================================================
# Copyright (C) 2016, MILES team
# Email: miles@iac.es
#
# This spectrum has been produced using the Webtool facilities 
# of the MILES website (http://miles.iac.es) hosted at the  
# Instituto de Astrofisica de Canarias using the population
# synthesis code "MILES" (MIL EStrellas). See Vazdekis (1999),
# Vazdekis et al. (2003, 2010, 2015, 2016) for details on the code 
# implementation.
#
#                   --------------------
#
# If you have found this website and its products useful
# for your research, please refer to the data as obtained 
# "from the MILES website", while we suggest to add to your 
# acknowledgements:
#
#     "This research is/was (partially) based on data 
#                 from the MILES project."
#
# We would appreciate receiving a preprint for our records.
#
#                   --------------------
#
# This spectrum is provided as is without any warranty whatsoever.
# Permission to use, for non-commercial purposes is granted.
# Permission to modify for personal or internal use is granted,
# provided this copyright and disclaimer are included unchanged
# at the beginning of the file. All other rights are reserved.
#===============================================================
#
# WEBTOOL: Tune SSP Models
#
# MODEL INGREDIENTS --------------------------------------------
#
# Models Library:      E-MILES
# IMF, Slope:          un, Array 
# Age (Gyr):           12.0000
# [M/H]:               -0.35
# [alpha/Fe]:          baseFe
# Isochrone:           BaSTI
# Version:             11.0
#
# SPECTRUM INFORMATION -----------------------------------------
#
# Starting Wavelength: 8000  (Angstroms)
# Final Wavelength:    24000 (Angstroms)
# Spectral sampling:   0.9 (Angstroms/pixel)
# Type of sampling:    linear
# Spectral resolution: 2.51 - 23.57 (Angstroms) FWHM
# Redshift (z):        0.0
#
#===============================================================
  8000.000   0.17013647266140E-04
  8000.900   0.17519709211964E-04
  8001.800   0.17782359461541E-04
  8002.700   0.17756984563490E-04
  8003.600   0.17767868479946E-04
  8004.500   0.17927012767144E-04
  8005.400   0.18017974072552E-04
  8006.300   0.17888472956913E-04
  8007.200   0.17707107881810E-04
  8008.100   0.17742006986959E-04
  8009.000   0.17929200090362E-04
  8009.900   0.18025207280633E-04
  8010.800   0.17955560927050E-04
  8011.700   0.17811767991037E-04
  8012.600   0.17816744707064E-04
  8013.500   0.18038322146533E-04
  8014.400   0.18255144794346E-04
  8015.300   0.18297979302279E-04
  8016.200   0.18222080163346E-04
  8017.100   0.18165106666878E-04
  8018.000   0.18224910465738E-04
  8018.900   0.18312277456718E-04
  8019.800   0.18235743527671E-04
  8020.700   0.18042899732088E-04
  8021.600   0.17944686090298E-04
  8022.500   0.17929093724066E-04
  8023.400   0.17760982798319E-04
  8024.300   0.17387635266322E-04
  8025.200   0.17020737803410E-04
  8026.100   0.16761587262224E-04
  8027.000   0.16589151553971E-04
  8027.900   0.16684309104080E-04
  8028.800   0.17178917668324E-04
  8029.700   0.17752427785590E-04
  8030.600   0.18098184118351E-04
  8031.500   0.18259080163261E-04
  8032.400   0.18296793320613E-04
  8033.300   0.18236505689909E-04
  8034.200   0.18108415191955E-04
  8035.100   0.18047140634825E-04
  8036.000   0.18194295880169E-04
  8036.900   0.18409668792336E-04
